Ofsted Average,Number of Pupils,% Rate of Absence,% FSM,GCSE Pass Average %
2,880,6.566666667,7.709090909,81.16352442
3,853,5.122222222,13.15454545,74.64377937
2,742,5.422222222,10.57272727,81.18633932
1,2023,4.8,9.8,85.22573785
2,1510,5.688888889,4.963636364,84.13914493
1.5,1271,6.377777778,45.65454545,61.56730495
3.5,820,7.888888889,15.21818182,65.61662936
2,1081,5.944444444,15.1,71.03349995
2.666666667,984,5.6,6.818181818,83.22010998
2.5,1051,5.777777778,32.52727273,66.47478464
2,1244,5.022222222,4.063636364,88.4286617
1,995,5.022222222,14.01818182,99.81537769
1,1113,4.344444444,10.71818182,100
1,1054,4.777777778,10.26363636,100
1.5,1311,4.233333333,8.781818182,99.7530788
1,1324,4.677777778,10.28181818,100
2,1620,5.788888889,4.5,79.63080347
2,1479,6.111111111,12.61818182,75.07991147
2,2267,6.144444444,6.909090909,78.79772476
2,1570,5.355555556,8.818181818,80.11757192
2,1439,6.3,12.8,72.29735849
2,1359,5.755555556,6.036363636,83.54980963
2,1082,5.633333333,11.09090909,69.02087736
2,722,5.911111111,7.890909091,77.43740674
1.5,1486,5.922222222,9.763636364,76.54515631
2.666666667,928,8.288888889,18.68181818,71.69569951
2.75,969,10.16666667,44.22727273,41.91326162
2.75,820,8.922222222,32.10909091,60.8356646
2.75,640,9.211111111,24.73636364,53.13315439
2.5,595,6.8,13.18181818,75.16243828
2,1471,5.522222222,14.74545455,77.46600029
2,931,5.533333333,18.54545455,75.10530561
2.5,412,8.055555556,25.46363636,58.98013337
2.333333333,848,7.6,20.7,64.05326826
2.333333333,812,6.922222222,11.88181818,71.80781213
2,1476,6.922222222,14.83636364,64.24222364
2,1615,4.6,12.89090909,79.08100989
2,1371,6.933333333,18.77272727,69.54729067
2,1459,4.344444444,3.027272727,89.09931924
2.5,1318,6.822222222,10.29090909,74.85996883
2,1155,5.3,18.24545455,82.93217045
2.333333333,2134,5.011111111,4.536363636,82.1134129
1.5,1515,4.811111111,10.70909091,75.60556542
1,1326,4.677777778,0.681818182,99.63364969
2,918,5.2,10.5,75.57885265
1.666666667,1789,6.044444444,19.57272727,76.11799728
2,1025,5.155555556,14.34545455,74.93687327
2.666666667,501,7.8,17.06363636,56.21964675
2.333333333,1042,6.333333333,3.781818182,79.38309857
1.5,1493,4.888888889,3.881818182,98.82207941
2,1216,7.288888889,15.18181818,61.80103367
2,1100,6.422222222,7.309090909,76.91550971
2,1544,6.9,8.454545455,66.633322
2,993,7.622222222,17.92727273,61.37539051
2.8,388,5.777777778,9.5,73.15467776
3.166666667,972,8.3,31.92727273,65.55895275
2,1443,7.077777778,13.86363636,68.32819714
3,773,5.022222222,9.536363636,73.75009252
2,952,6.388888889,12.9,75.97690096
1.5,848,5.577777778,6.054545455,80.95593316
2.5,1029,7.311111111,10.9,84.10035242
2.666666667,1118,7.633333333,18.51818182,55.81491554
2,1847,7.222222222,16.02727273,64.94690759
1.5,1264,5.433333333,17.72727273,76.74529917
1,1117,4.711111111,2.2,99.35165755
2,1212,6.788888889,14.82727273,73.43322424
2,1043,8.233333333,9.781818182,76.62590258
2,1166,6,5.336363636,78.29446174
2,1236,6.033333333,10.57272727,81.59435447
2,781,7.944444444,26.51818182,69.60521383
2.5,1107,5.888888889,16.33636364,85.05148111
1,1669,4.466666667,6.872727273,82.35762334
3,826,8.055555556,32.07272727,64.62357156
2.5,1314,6.766666667,9.372727273,71.67589576
2.75,1487,6.988888889,19.17272727,61.81449294
1.5,2026,5.088888889,2.9,89.7592126
2,1763,6.822222222,7.327272727,71.37141123
2,996,6.788888889,29.12727273,68.92166475
2,934,6.411111111,16.55454545,57.94884694
2,1077,6.7,10.22727273,67.072932
1.5,1471,6.2,5.345454545,79.56136828
1,1398,5.144444444,6.454545455,93.03847516
3,1260,7.255555556,19.23636364,62.48886843
2,1125,5.9,13.68181818,70.85305375
2,1573,6.1,9.209090909,72.09879696
2.666666667,1277,6.044444444,4.890909091,83.02236348
2,1100,7.366666667,15.26363636,68.23602455
1,2051,6.911111111,9.254545455,79.22928098
3,673,7.288888889,23.98181818,46.71820685
1.5,1216,4,3.909090909,99.86132644
2,949,7.566666667,16.81818182,62.1837797
2.5,1507,6.433333333,8.881818182,71.29662654
1.5,987,5.644444444,7.3,84.6409241
1,1194,3.988888889,4.445454545,99.23636363
2.333333333,632,5.377777778,11.68181818,85.53567297
2.5,873,8.011111111,17.1,67.08695051
2,1013,6.544444444,18.91818182,63.16237004
1,1394,5.422222222,20.02727273,78.93168085
2.5,1015,6.877777778,31.78181818,74.71113952
1.5,909,5.066666667,27.58181818,68.12532567
2.333333333,615,7.544444444,23.03636364,62.98382212
2.25,1554,8.933333333,16.07272727,62.85525103
2,1382,6.5,10.40909091,72.06814695
2,578,7.633333333,13.39090909,68.99297715
2.5,812,9.722222222,35.21818182,47.97659143
1,1066,6.266666667,8.363636364,79.09678994
1.5,1198,6.344444444,19.1,65.16407611
2,1217,7.188888889,17.31818182,66.88800371
1,890,5.4,7.609090909,78.32315169
2.8,509,8.133333333,17.80909091,67.60570805
2.5,1025,6.777777778,15.9,77.16943595
2,1265,5.555555556,22.16363636,65.10878519
2.5,878,6.866666667,6.772727273,78.6408552
2.333333333,1122,7.977777778,18.39090909,65.3495273
2.5,593,7.277777778,12.96363636,73.37603567
2.25,1300,6.933333333,17.29090909,60.58140434
2.666666667,799,5.033333333,3.963636364,98.95947669
2.333333333,1105,5.788888889,10.34545455,74.21334627
2,1134,8.255555556,8.963636364,71.57161589
2.5,806,6.844444444,8.654545455,77.09578969
2,894,6.588888889,8.545454545,73.85750466
1,1358,5.577777778,1.309090909,100
1,1413,5.611111111,22.64545455,79.22935712
3,893,8.177777778,14.58181818,72.35198981
2.5,862,7.6,28.09090909,61.70343066
2,1178,4.3,4.354545455,99.57294993
2,887,6.833333333,12.60909091,78.63154086
1.666666667,1281,6.077777778,8.245454545,80.46289832
2,1403,5.855555556,10.09090909,73.60249731
2.333333333,1024,6.733333333,18.20909091,76.24551853
1,829,4.844444444,4.654545455,87.47544911
1,831,4.822222222,1.654545455,100
2.5,1904,6.822222222,11.68181818,73.2326644
2,1048,6.288888889,6.772727273,82.64833923
2,1130,7.133333333,9.781818182,81.05314785
2.5,1231,6.677777778,7.618181818,75.6331484
2.75,1031,6.766666667,7.972727273,73.2159434
1.5,1186,4.177777778,3.181818182,98.97126292
3,1525,7.755555556,20.11818182,62.80250022
1.666666667,1163,4.122222222,3.390909091,99.56821111
2.75,360,7.111111111,8.109090909,68.30140355
2.333333333,1303,6.977777778,7.990909091,70.97456568
2.333333333,989,6.744444444,10.30909091,66.30662053
1.5,905,5.533333333,16.49090909,77.17066879
2,1155,6.222222222,9.445454545,75.31863873
2.5,1067,6.422222222,5.454545455,77.34381055
2.5,1144,7.266666667,26.44545455,67.73103534
1.5,1890,5.377777778,9.827272727,73.13136419
2,1287,6,14.36363636,71.96079781
1,1101,4.3,3.490909091,90.91920693
2.5,203,6.944444444,7.736363636,72.90326716
1,1356,4.222222222,5.254545455,84.63497616
2.333333333,1749,4.944444444,13.29090909,82.23884294
3.25,1449,8.944444444,49.58181818,43.82221952
2.333333333,832,6.388888889,23.34545455,81.20673856
2,1073,7.2,11.94545455,67.0816689
2,1394,7.977777778,16.15454545,63.47294522
1.5,1143,5.122222222,12.83636364,90.03388727
2,1357,7.644444444,9.645454545,77.3201138
1,1178,5.833333333,22.12727273,72.20883632
1,1356,5.522222222,4.954545455,87.5758702
1,1384,3.7,1.990909091,99.83551198
2,1859,4.722222222,7.345454545,79.97315608
1.5,963,4.355555556,4.309090909,92.67027532
2,923,6.111111111,11.87272727,77.2920264
2,1347,6.777777778,14.16363636,74.66275517
1,1078,4.822222222,6.336363636,91.33250667
1.666666667,1485,6.166666667,11.7,70.1112103
1,869,4.3,0.890909091,100
2.5,1493,6.077777778,9.454545455,72.73068794
2.333333333,1856,6.477777778,17.98181818,74.47921073
1,1465,6.066666667,4.936363636,80.09083434
2.5,778,7.177777778,5.781818182,91.36519446
2.5,1206,4.822222222,7.618181818,83.1743492
2,1021,4.855555556,6.627272727,87.49312536
2.75,667,6.877777778,5.454545455,82.93690393
2,887,6.455555556,9.763636364,78.68990443
3,854,7.677777778,19.41818182,61.36258518
1.5,1482,6.122222222,9.245454545,75.63003585
3,1211,8.522222222,16.45454545,60.68995859
2,719,5.422222222,6.509090909,79.99497208
2,354,6.211111111,6.9,78.82292063
1,1428,5.244444444,6.554545455,87.76708205
2,872,5.622222222,8.936363636,82.65128249
2.333333333,801,6.088888889,7.572727273,77.1035525
2,1052,6.777777778,7.672727273,75.99983674
1.5,1322,4.733333333,1.8,99.68167224
2,1367,4.933333333,6.9,78.16661118
2,642,6.366666667,34.31818182,64.73883916
2,1943,5.711111111,8.163636364,79.93785347
1,1279,4.788888889,9.309090909,80.30464642
1,1170,6,13.29090909,87.09151661
1,274,7.211111111,29.28181818,19.39102564
1,1015,5.866666667,4.509090909,86.41170102
2,770,6.3,12.12727273,68.43595614
2,1437,6.977777778,6,77.2050186
2.333333333,1721,6.122222222,13.47272727,71.72860155
2,688,6.111111111,43.62727273,61.24390514
2,651,6.244444444,23.87272727,73.3463567
2.333333333,1675,7.677777778,9.936363636,70.46417177
2,950,6.277777778,4.972727273,84.58900856
2,1212,6.055555556,16.13636364,68.24611456
2.5,1056,5.766666667,13.73636364,74.14431971
1.5,1096,5.366666667,20.25454545,80.77064694
3,1068,6.444444444,8.127272727,70.40681397
2,1775,5.833333333,11.92727273,82.32097061
2.666666667,1109,7.422222222,20.33636364,59.0118257
2,1651,5.4,10.5,85.22534808
1,1006,5.4,12.07272727,74.50505022
2.5,990,5.544444444,17.28181818,81.01778862
2,950,4.622222222,6.945454545,98.50991516
3.2,637,6.911111111,34.1,52.80480723
1.5,1061,5.122222222,12.45454545,79.23382605
2,830,5.255555556,11.6,77.55326359
2,1256,4.766666667,5.436363636,85.24210548
2,1180,4.555555556,8.418181818,84.26204403
1.666666667,662,6.677777778,14.00909091,80.16829739
2,1034,6.455555556,11.63636364,74.59960138
2,1538,6.055555556,5.890909091,81.54081904
2,748,5.922222222,16.47272727,86.73959157
1.5,1293,4.155555556,6.309090909,76.55040083
2,1517,3.666666667,2.954545455,99.66097014
1,1371,7.1,23.57272727,72.51285062
2,658,6.077777778,7.427272727,76.00634045
2,650,7.166666667,14.73636364,75.56707869
2.5,877,6.311111111,9.181818182,80.82242494
1.5,1103,5.977777778,6.845454545,82.66709776
1.5,1655,6.644444444,18.06363636,78.15923567
1,1185,5.311111111,32.81818182,81.27088576
2,1780,6.055555556,15.59090909,75.39968057
2,1205,6.2,18.83636364,62.27278837
1.5,1072,4.433333333,1.83,99.81442506
2.666666667,1266,7.666666667,20.64545455,62.61242221
1.5,1288,5.677777778,16.14545455,72.63555731
1.5,1322,6.344444444,6.154545455,84.27452887
1,1284,4.688888889,3.918181818,99.84984985
2,680,5.944444444,14.19090909,77.9977517
2,1438,4.688888889,13.08181818,77.67598548
2.333333333,2021,6.244444444,13.13636364,74.25435085
2,1358,8.355555556,16.51818182,51.58665107
2,1639,6.188888889,7.190909091,82.71701462
2,1055,5.911111111,7.072727273,79.73131108
3,1055,6.033333333,26.50909091,65.48507844
1.666666667,1930,5.211111111,4.218181818,85.48109331
3,1101,7.5,25.33636364,66.54820341
1.5,1005,4.588888889,5.945454545,98.26615316
2.5,2109,5.822222222,9.045454545,77.08321214
1.5,1074,4,4.227272727,98.15868728
2.333333333,1863,8.966666667,15,60.21872683
2.5,998,5.977777778,18.9,76.3658483
2.5,1499,4.888888889,6.881818182,82.94474683
1.5,224,7.655555556,30.89090909,29.81684982
2,224,7,12.1,75.20230314
1,1065,5.511111111,36.92727273,59.61387064
2,95,25.21111111,67.6,1.538461538
2,1628,5.255555556,20.00909091,73.07321174
1,1210,3.311111111,1.709090909,99.90253411
2.75,1104,7.533333333,18.9,62.75921698
2.333333333,867,7.211111111,9.1,74.27325733
2,1326,5.4,6.218181818,87.47130131
3,585,7.488888889,11.64545455,75.26517391
1,1880,5.066666667,13.31818182,87.21387927
2,1606,5.211111111,9.890909091,77.13855194
2,1355,6.855555556,9.336363636,73.13158862
2,991,6.1,9.827272727,76.8790897
1.5,1237,5.855555556,6.118181818,83.29617944
1.5,772,5.622222222,4.736363636,89.51609502
2.75,829,6.133333333,7.9,83.13994708
2.75,1109,7.277777778,20.69090909,71.62067013
1,1626,5.822222222,7.772727273,91.56085646
2.333333333,767,7.133333333,13.76363636,64.58431348
2.5,925,7.088888889,14.40909091,68.0950497
1,1379,4.344444444,7.1,85.71181816
2.5,989,6.711111111,17.62727273,62.10017662
2,987,6.822222222,8.272727273,71.32594508
2,1547,5.988888889,14.87272727,77.20924902
2,1271,5.455555556,4.581818182,99.85267143
2,1571,6.111111111,11.60909091,69.56793693
1.666666667,1501,6.255555556,21.92727273,77.03915264
2.75,795,6.822222222,58.24545455,56.148248
2,826,8.211111111,22.2,63.67285627
3,590,7.277777778,23.86363636,55.2046223
2,137,18.57777778,47.78181818,10.85034014
2,1046,7.155555556,11.67272727,66.66436534
3.2,586,8.766666667,16.72727273,62.18226421
2.5,597,7.033333333,21.93636364,63.89332773
2.5,1453,6.088888889,9.281818182,77.01962863
1.5,1034,6.588888889,10.64545455,80.28210525
1,234,7.455555556,29.89090909,16.05237154
2.5,1423,5.588888889,17.30909091,73.5254742
2.666666667,253,6.177777778,9.545454545,70.30524939
2,1572,5.588888889,12.9,72.1971773
2,1021,7.044444444,7.090909091,83.67225095
2,967,7.133333333,10.16363636,60.103672
2,1436,6.655555556,9.318181818,73.22553253
2.333333333,1194,6.9,10.21818182,71.9795553
2,914,7.777777778,24.89090909,60.96648051
2,688,6.911111111,12.63636364,75.8128323
1,1365,5.366666667,9.290909091,86.96332541
2.333333333,1407,6.822222222,10.67272727,76.60179242
2,1315,5.511111111,6.790909091,85.32441825
2,1328,6.411111111,13.5,69.55884872
2,1294,5.522222222,14.24545455,78.9201312
2,1447,5.622222222,9.863636364,65.74668955
1.5,1515,5.455555556,6.627272727,85.63313419
2.5,1454,6.5,7.727272727,77.43624743
2.5,1491,7.688888889,21.66363636,59.61563531
2.75,1506,6.8,10.82727273,70.39318996
1.5,1222,7.455555556,28.82727273,68.395353
2.333333333,1059,8.366666667,13.9,67.12137455
2.25,939,6.855555556,9.7,67.56403865
2,756,5.277777778,3.781818182,98.80611789
2.5,1686,6.211111111,26.8,55.00090151
3,739,6.777777778,23.78181818,56.86375562
3,898,10.82222222,55.24545455,45.48260595
2.5,1205,6.144444444,12.70909091,79.40617162
2,1446,6.7,18.02727273,76.12601054
2,1040,3.744444444,8.472727273,83.28268128
3,888,7.022222222,20.28181818,67.1259944
2,1997,5.855555556,16.52727273,72.56582712
2,1587,8.066666667,27.99090909,55.31176596
2,823,5.977777778,27.35454545,60.35022852
1.5,951,4.988888889,17.74545455,71.24429033
2.666666667,1183,6.366666667,8.172727273,72.51011968
2.5,1247,6.277777778,13.84545455,72.98286455
2.75,1341,8.011111111,29.71818182,63.43878283
1.5,1268,6.2,14.30909091,75.09450041
2.666666667,432,6.622222222,13.65454545,61.8114519
2,1638,6.455555556,7.390909091,82.57433791
2.75,1080,8.211111111,22.84545455,61.61668929
3.4,1057,9.577777778,34.12727273,48.97319685
2,1500,6.188888889,12.99090909,73.41539922
1,1392,5.966666667,21.96363636,75.00520259
1,1056,4.2,4.772727273,99.29834421
2,1488,5.433333333,4.563636364,82.44424137
1,1773,4.711111111,21.65454545,75.15277341
1,1187,5.566666667,26.82727273,74.50390021
2,1747,6.166666667,19.71818182,44.91918998
2,1622,6.066666667,12.45454545,76.0805759
3,1022,6.866666667,9.890909091,70.16523381
1.5,1476,5.355555556,3.854545455,88.84909613
1.333333333,918,5.466666667,2.036363636,99.59191185
2.333333333,1547,5.655555556,8.481818182,76.50646366
2,914,5.566666667,9.6,80.23826695
1.5,1156,5.622222222,26.50909091,66.77814404
1,1340,6.244444444,6.345454545,81.95084501
2.75,1108,7.355555556,9.963636364,73.28756272
2,1389,5.166666667,6.509090909,73.55463868
2,1173,6.955555556,22.65454545,73.30923241
2.5,1053,8.822222222,16.76363636,64.18640412
1.5,942,5.577777778,9.409090909,82.31253441
2,528,6.788888889,13.84545455,71.81105051
3,1397,6.222222222,16.20909091,72.11827451
2,1236,7.544444444,21.73636364,64.44805904
1.5,1477,5.522222222,7.690909091,84.90678611
2,675,6.244444444,9.818181818,78.9048714
1.333333333,1670,3.388888889,4.490909091,99.68608539
2,1211,7.777777778,13.84545455,71.1353492
3,1170,6.811111111,17.99090909,73.45208324
2.5,785,6.188888889,28.43636364,60.57864621
2,919,6.366666667,13.69090909,68.19207968
2,1773,4.966666667,8.736363636,83.91073664
2,1142,6.355555556,8.9,72.26975232
3,912,8.355555556,17.70909091,66.94471651
2,1665,7.011111111,14.01818182,67.05400224
2.8,819,6.733333333,16.69090909,68.24598045
1.5,1419,4.422222222,47.82727273,74.58145946
2,1786,6.433333333,15.41818182,68.14722577
2.5,2003,7.3,9.809090909,74.01193721
1.5,1740,4.244444444,3,99.31803319
2,1351,4.788888889,23.97272727,73.40831616
2.666666667,844,6.688888889,11.41818182,69.00545028
2,928,4.133333333,5.272727273,97.83041062
1.5,1503,4,22.95454545,71.50435139
1.5,1293,6.444444444,12.76363636,69.6998215
1.5,1523,7.666666667,21.4,66.70652376
2,1449,5.355555556,8.772727273,79.8080007
2.4,843,6.766666667,8.636363636,71.56174051
1.5,1031,5.722222222,16.31818182,75.44983769
2.333333333,1520,7.044444444,32.73636364,64.7486348
2,1421,6.777777778,11,63.18407063
1,1430,8.122222222,5.245454545,98.59052864
1.5,1159,5.811111111,6.418181818,97.56578594
2,524,8.188888889,15.16363636,65.42877197
2,2038,6.633333333,17.55454545,74.25865549
1,1690,5.022222222,8.263636364,86.50646617
1.5,1569,6.555555556,21.93636364,70.21459073
2.5,1261,5.8,12.48181818,73.15176313
1.5,1538,5.844444444,11.07272727,86.9267108
2.333333333,996,5.511111111,10.93636364,73.29729748
1.5,1400,5.533333333,9.845454545,79.74924191
1,1496,5.388888889,15.54545455,83.04946668
1,1381,5.633333333,4.154545455,91.53875381
2.5,1277,6.544444444,20.18181818,62.79393745
2,907,7.066666667,24.64545455,71.49951286
2,1030,6.044444444,11.02727273,77.44967233
3,1349,8.366666667,24.86363636,59.71425222
2.5,1401,5.555555556,16.23636364,78.34886001
2,1236,7.388888889,9.4,80.18473612
2.5,1041,6.888888889,10.81818182,64.53056001
2,1409,6.588888889,8.445454545,74.2924749
2.5,1524,6.644444444,8.172727273,72.92765828
2,1093,5.822222222,7.309090909,71.45270607
2,1526,6.722222222,17.26363636,66.96077046
1.5,1367,6.8,6.445454545,73.08627396
2.75,986,8.244444444,9.054545455,65.50346347
1.5,1605,5,4.309090909,86.39541322
1,1173,5.255555556,10,79.16013413
2,1211,5.933333333,21.6,76.06535371
2,339,5.944444444,11.15454545,79.98904979
2.5,1041,7.455555556,18.23636364,72.14075155
1.5,881,6.8,29.07272727,72.04398719
2.333333333,1394,6.833333333,8.381818182,72.81970082
2.5,1590,6.222222222,23.83636364,77.80967987
2.333333333,678,6.655555556,13.50909091,77.99925831
2.5,1400,6.411111111,10.43636364,78.04258683
1.666666667,1481,6.277777778,12.26363636,72.78300848
1.5,1572,5.622222222,6.927272727,85.72695592
2,1199,5.611111111,3.963636364,85.20548646
1.5,1248,3.366666667,7.236363636,100
2,928,5.655555556,12.1,75.16939256
1,1383,6.122222222,5.081818182,81.06749567
1.5,918,5.655555556,6.1,88.86019632
1,1121,5.622222222,7.372727273,81.52944892
2.25,1435,6.233333333,12.37272727,76.3586917
1,938,4.877777778,6.709090909,87.33283237
2,1437,5.633333333,12.4,80.16487951
1.5,1574,5.077777778,9.681818182,76.65285388
2,1383,5.688888889,8.409090909,75.73995784
2,1077,5.533333333,11.52727273,86.33100728
1,1011,4.866666667,4.845454545,98.62568092
3,783,7.377777778,18.20909091,56.05791184
1,164,8.8,21.04545455,1.666666667
1,1123,5.077777778,8.881818182,90.10471517
2.666666667,1029,6.888888889,7.145454545,81.07064452
2.5,921,7.4,18.91818182,59.88365113
2.5,1097,5.388888889,9.290909091,78.72020355
2,1021,5.622222222,19.35454545,74.31912527
2,1198,6.644444444,5.7,80.81889571
2.5,1293,7.055555556,16.71818182,72.96196802
2,987,5.988888889,18.03636364,60.68329596
2.5,917,5.933333333,9.172727273,76.48346982
2,1660,6.788888889,5.781818182,74.29605013
2.75,548,7.044444444,17.16363636,69.07374833
2,473,7.311111111,45.48181818,55.73028559
2,1402,6.444444444,7.418181818,71.90043731
2.333333333,951,6.688888889,11.65454545,72.1424041
1.666666667,1557,6.044444444,7.881818182,79.8386516
1,2008,6.188888889,8.572727273,84.2699106
3,1174,7.122222222,25.03636364,59.39965445
2,1585,6.266666667,15.43636364,71.30039894
2.333333333,1309,7.144444444,7.081818182,70.24140552
2,620,5.833333333,4.954545455,84.71799973
2,2584,6.077777778,16.62727273,70.02591841
1.666666667,1662,7.3,7.909090909,80.68672435
2.75,1126,7.544444444,9.709090909,78.15795214
2.333333333,1314,6.488888889,15.23636364,60.54944087
1,1166,5.655555556,4.190909091,91.43662628
1.333333333,1413,4.266666667,5.154545455,99.7410737
1.666666667,1436,6.822222222,7.590909091,72.66496028
2,966,5.733333333,19.46363636,58.68288627
1,1215,4.466666667,6.609090909,90.41702136
1,141,26.27777778,59.16363636,9.518806548
2,1325,5.466666667,7.854545455,82.25193516
2.25,869,7.466666667,24.95454545,64.16522088
1,1284,6.488888889,12.84545455,74.87148474
2,707,6.122222222,14.86363636,79.75481324
2,1289,4.888888889,4.409090909,99.19780067
2,1252,7.255555556,15.16363636,65.15113467
2.5,1878,7.544444444,12.86363636,69.42953794
2,1050,7.033333333,12.44545455,68.57508415
2,1128,6.333333333,16.55454545,71.09461056
2.333333333,1011,7.444444444,17.08181818,64.80385603
2.5,1523,7.944444444,15.27272727,67.27851589
2.5,840,5.622222222,7.718181818,77.98440335
2,1335,7.166666667,11.7,69.64065291
1.5,807,4.466666667,1.990909091,99.89212513
2,1104,6.855555556,14.28181818,68.03631998
1.5,1306,6.088888889,13.2,77.96977896
2.5,1240,6.177777778,6.754545455,78.91853463
3,1078,7.322222222,37.80909091,56.95190083
1,1763,5.044444444,11.28181818,85.81727679
2.75,1020,7.344444444,20.30909091,57.84517049
2,788,6.422222222,23.19090909,71.72839672
2,1202,7.377777778,14.41818182,65.98989061
2.333333333,730,7.055555556,12.02727273,74.21447604
2,895,7.044444444,25.10909091,79.38371596
2,1854,6.588888889,18.9,62.92589855
2,956,7.177777778,26.15454545,60.46220195
2.75,890,8.066666667,30.60909091,60.36900459
2.666666667,356,8.977777778,49.81818182,18.17442974
3.2,820,7.644444444,41.69090909,50.76039445
1.5,1075,6.111111111,32.73636364,69.85328795
2,1392,6.755555556,25.39090909,64.40164133
1,930,6.466666667,6.718181818,86.98127219
2.6,1168,8.366666667,25.41818182,61.58483708
1,840,5.311111111,5.290909091,87.40021551
1.5,1164,6.433333333,14.87272727,70.09125862
2.666666667,1046,5.144444444,14.55454545,81.28321904
2.5,745,8.477777778,22.89090909,63.45177998
2.75,1713,9.211111111,40.11818182,56.2943238
1.5,1600,5.355555556,10.89090909,77.50350824
2,546,6.677777778,42.91818182,61.40537025
1,333,8.288888889,45.47272727,16.55518395
1.5,1091,4.155555556,2.981818182,99.86067026
2,1319,6.5,7.490909091,82.4971063
1.5,1741,5.4,7.081818182,83.44775062
3,753,6.844444444,32.69090909,64.40635418
2,1070,6.233333333,12.16363636,78.19216596
2,1559,7.233333333,5.109090909,78.70244076
2.333333333,757,7.233333333,20,60.03540711
2.8,770,9.833333333,29.45454545,38.82348185
2,1258,6.533333333,11.07272727,78.95245772
2,1606,6.577777778,9.327272727,70.22955363
2.25,1524,6.522222222,13.80909091,69.66403099
1.333333333,2067,5.533333333,10.39090909,80.01469981
2,808,4.777777778,10.06363636,85.85158657
2,931,6.455555556,26.28181818,71.05871315
2,1331,6.422222222,9.227272727,78.59813358
2.5,1273,6.144444444,14.84545455,76.53132706
2.5,672,7.477777778,20.19090909,60.08508351
2,1024,6.144444444,9.309090909,84.18669587
2,1188,6.477777778,15.71818182,73.85905065
2,1098,5.755555556,26.99090909,76.08905552
2.5,294,7.366666667,34.87272727,68.77715495
2.5,1029,8.466666667,23.28181818,61.43275353
2,1075,7.533333333,8.2,73.83304887
2.25,2018,6.322222222,11.28181818,70.47346252
1.5,856,5.255555556,6.072727273,82.2810443
1,736,2.377777778,10.51818182,92.5890106
2.333333333,807,5.066666667,19.60909091,75.16203223
2.333333333,875,7.011111111,24.92727273,69.0447537
2,1182,3.844444444,4.227272727,92.13355399
2,525,5.488888889,16.24545455,69.88503035
2.5,547,7.8,31.57272727,60.64122294
3,1179,7.655555556,16.24545455,60.90176285
1,1140,4.766666667,6.418181818,83.47835368
2,601,5.766666667,20.92727273,83.87759556
3,1237,9.011111111,41.48181818,50.85214333
1.666666667,1702,6.388888889,12.25454545,80.62252479
1,1726,7.5,18.71818182,79.01392154
3,613,7.155555556,13.58181818,64.42783523
1,678,5.377777778,20.28181818,82.8235232
2.333333333,117,19.25555556,42.35454545,3.37962963
1,987,5.744444444,14.11818182,74.32194358
3,668,9.488888889,49.49090909,46.0964522
1,933,4.522222222,28.38181818,89.35686379
2,770,5.022222222,20.38181818,87.66830722
2.5,238,9.444444444,28.97272727,64.74008632
1,1651,4.366666667,3.990909091,89.29501356
2.333333333,1222,6.2,10.1,72.27176572
2,1443,6.1,6.209090909,80.48283459
1.666666667,749,5.3,6.454545455,86.97897459
2,1340,6,8.2,83.67694355
2.666666667,1109,7.966666667,15.59090909,66.68339817
2,800,6.555555556,23.83636364,74.0759761
1,1132,3.655555556,13.21818182,89.51223005
3,684,7.433333333,19.9,60.29468975
2,1724,6.455555556,10.20909091,72.77070651
2,1393,5.277777778,11.92727273,77.36997252
1.5,674,7.966666667,20.93636364,55.35693258
1.5,820,5.444444444,14.33636364,68.89736649
2,1654,5.777777778,13.77272727,75.38098216
2,1400,5.844444444,14.80909091,66.95343672
1.5,1190,4.444444444,11.75454545,82.9085407
2.666666667,794,7.233333333,13.21818182,68.15064728
2,240,9.344444444,13.52727273,52.03256859
2,1584,6.766666667,4.872727273,81.52525715
2.5,1174,7.744444444,15.09090909,62.46278964
1,1362,6.233333333,1.918181818,95.48981186
2.25,982,6.422222222,16.37272727,64.00591361
1.5,1492,5.088888889,7.172727273,86.1231235
2.5,61,9.588888889,26.72727273,39.18776662
2.5,1453,8.244444444,21.4,74.12154745
2.75,984,7.677777778,26.92727273,54.98031896
3.333333333,1186,7.522222222,43.32727273,55.91062458
2.666666667,1576,7.433333333,30.14545455,64.6577222
2,460,6.155555556,9.863636364,62.4924651
2,1064,7.111111111,24.4,64.9267152
3.5,794,11.13333333,42.67272727,43.0530543
3,734,7.1,17.72727273,60.88061843
3,605,7.211111111,25.98181818,53.31905583
3.2,791,8.288888889,25.04545455,47.16175726
3.5,647,9.566666667,34.88181818,46.7214546
2.5,947,8.211111111,34.06363636,55.02825156
1,1172,6.655555556,29.90909091,74.36423838
1,1553,4.5,12.26363636,86.05551598
2.666666667,737,5.3,15.3,78.44840529
1.5,988,5,7.6,87.77630957
2.333333333,1381,6.111111111,10.16363636,83.23193788
1,1467,4.744444444,6.327272727,88.50408803
1,1072,3.766666667,2.236363636,99.85929122
2.25,1154,7,8.272727273,74.31739214
1,1358,4.566666667,8.572727273,86.14146026
2,1555,6.311111111,11.16363636,77.83159567
1.5,1448,6.077777778,10.02727273,78.50142726
2,1197,6.544444444,14.22727273,70.8730045
2,1372,5.366666667,13.55454545,73.7002567
1.5,1225,5.733333333,18.76363636,84.42472089
